,Headlines,Date,Sentiment
273,Banks dig deep to verify client claims about Covid impact. Inside BharatPe-Centrum proposed JV to acquire troubled PMC Bank. What if you wanted to know how much Mukesh Ambani has in his account?. Indel Money in talks with PE players to divest 15 percent for Rs 140 crore. ,2021-07-20,[[9.9997830e-01 1.8488097e-06 1.9839912e-05]]
274,"RBI’s Mastercard ban may hit Citibank India’s retail business sale. Government to first gauge investor response to IDBI stake sale. Goldman Sachs expands back-office ops with Hyderabad office, to hire 560 staff in 2021. Paytm Payment Gateway enables payment from fixed deposit account held with partner IndusInd Bank. Indian Bank expects profit to sustain at this level, MSME asset quality falters. MSME loans risky even as banks transmitted rate cuts the most. HDFC Bank creates new segment to work for both India and Bharat: Chairman. Private banks take a knock on asset worries. ",2021-07-19,[[3.8757097e-02 9.3897944e-04 9.6030390e-01]]
275,"IBA to soon move application to RBI for setting up Rs 6,000-cr bad bank. Several factors still hinder monetary transmission to bank rates: RBI. NPCI in talks to take UPI, RuPay to global markets. ",2021-07-18,[[1.8430679e-03 7.6467531e-06 9.9814928e-01]]
276,"Reduction in NPAs for PSBs due to write-offs at Rs 1,31,894 cr in FY21: RTI. Central Bank of India to seek shareholders' nod to set off accumulated loss of Rs 18,724 cr. HDFC Bank Q1 results: Profit rises 16.1% to Rs 7,730 crore, misses Street estimates. Second wave impact: HDFC Bank’s NBFC arm sees bad loans double in three months. Will bounce back strongly after pandemic behind us: HDFC Bank MD. Failover mechanism protects us from MasterCard ban: HDFC Bank MD Sashidhar Jagdishan. HDB Financial sees bad loans double in a quarter. Complied with 85% of asks on tech, ball in RBI court for lifting ban: HDFC Bank. ",2021-07-17,[[2.8501681e-04 3.0389672e-02 9.6932530e-01]]
277,ET Financial Inclusion Summit: Taking digital banking to rural India. ET Financial Inclusion Summit: Banks and fintech startups can't do without each other. SBI is proxy to the Indian economy: Dinesh Khara. SBI-led consortium raises Rs 792 crore by sale of Vijay Mallya’s UB shares. Fresh card issuance by 5 private banks to be impacted due to ban on Mastercard by RBI: Report. Banks consortium gets over Rs 792 crore in Mallya loan default case: Enforcement Directorate. SBI working towards launching Yono 2: Chairman. Recovery Officer Debt Recovery Tribunal sells Rs 716-cr shares in United Spirits. ,2021-07-16,[[9.9990892e-01 3.5568486e-05 5.5586363e-05]]
278,"Standard Chartered Bank pulled up for selling ED-attached London property. RBL Bank's credit card issuance rate to be impacted post RBI's Mastercard ban. Decoded: How RBI's latest ban on Mastercard affects you. India's ban on Mastercard to hit banks' card operations, income: Sources. Pensioners may now get pension slip from banks through WhatsApp also. MFI sector's credit cost seen at 5-10 pc in FY22: Report. Securitisation deals return in June, but activity still at half of pre-pandemic levels: Report. Physical bank branches will continue to play key role in rural areas: Bankers. Bandhan Bank faces asset quality test with sharp fall in repayment collection. Bank credit grows by 6.08%; deposits by 9.76%. Bank privatisation move an exciting opportunity for investors: Former RBI DG. ",2021-07-15,[[9.9835795e-01 4.8209133e-04 1.1599353e-03]]
279,"IL&FS expects to recover Rs 58,000 crore by March next year. Chanda Kochhar matter: SAT asks Sebi's Adjudicating Officer not to proceed till Sept 15. Bandhan Bank rejigs portfolio, hires new retail and commercial banking head. RBI cancels licence of Dr Shivajirao Patil Nilangekar Urban Co-op Bank, Latur. Banks get time till March 2022 to implement lockable cassettes swap system for ATMs. PNB moves court seeking restoration of assets of Nirav Modi's firms confiscated by ED. No senior-level resignations, says Axis Bank. ",2021-07-14,[[9.9941432e-01 2.7874481e-05 5.5783824e-04]]
280,"Lenders set up bad bank for loans in default. DBS looks to Lakshmi Vilas Bank customers to widen deposit, lending base. Finance Ministry puts examination for clerical cadre in PSU banks on hold. ‘Opening no-frill bank a/cs first step towards financial inclusion’. ",2021-07-13,[[9.9955446e-01 3.0134400e-04 1.4412729e-04]]
281,Non-bank lenders may take a bigger hit in Q1 on second wave. RBI's nod to SFBs and holding companies merger can unlock value for Ujjivan. Given approval to set up small finance bank to take over PMC Bank: RBI to HC. Failure rate in debit transactions could mean economy not out of woods yet. PNB Scam: Court grants bail to the MD of three of the accused firms. Supreme Court verdict: Banks explore option of invoking personal guarantee of promotion. RBI allows merger of holding Cos with small finance banks. ,2021-07-12,[[4.8671469e-01 5.1317501e-01 1.1024119e-04]]
282,"Govt extends deadline for transaction, legal advisors to bid for managing IDBI Bank sale till July 22. ",2021-07-11,[[9.9998760e-01 5.8746523e-06 6.5727636e-06]]
283,Federal Bank shareholders approve re-appointment of Shyam Srinivasan as MD & CEO. ,2021-07-10,[[9.9995422e-01 4.1969055e-05 3.8594094e-06]]
284,"Lower growth, loan slippages likely to cloud banks’ June quarter. India’s risk-averse lenders are emerging as one of the biggest hurdles to its recovery. Bankers working in sensitive positions to get surprise leaves of at least 10 days. Bank employees posted in sensitive positions to get surprise leave every year. Federal Bank gets RBI nod to re-appoint Shyam Srinivasan as MD & CEO for 3 yrs. Transaction advisors for IDBI Bank stake sale can submit bids till July 22. ",2021-07-09,[[2.5341231e-01 2.4717412e-04 7.4634045e-01]]
285,"Punjab National Bank, Home Finance arm at odds over Sebi order regarding Carlyle deal. HDFC Bank's CSR spends grow 18 per cent to Rs 635 crore in FY21. RBI warns banks of LIBOR preparedness. ",2021-07-08,[[8.7870389e-01 2.3585226e-04 1.2106024e-01]]
286,Asset quality numbers do not reflect stress on bank books: ICRA. Indian banks improved performance due to delay in stress recognition: Fitch. RBI penalises 14 banks for non-adherence to rules on lending to NBFCs. ,2021-07-07,[[2.0953867e-05 9.9997830e-01 7.5579482e-07]]
287,"NHB imposes Rs 4.75 lakh fine on HDFC for technical non-compliance. Razorpay, Mastercard launch solution for recurring payments; aims to integrate with over 50 banks. Bajaj Finance's headline numbers for the June quarter show muted disbursements and lower customer acquisition. RBI warns of stress build-up in consumer credit. ",2021-07-06,[[9.5039178e-07 3.2728784e-07 9.9999869e-01]]
288,"HDFC Bank loans rise over 14% to Rs 11.47 lakh crore in June. Yes Bank's loans, advances shrink marginally at Rs 1.63 lakh cr by end of June quarter. HDFC Bank not immune to Covid, loan growth hit. ",2021-07-05,[[0.08458965 0.7992556  0.11615475]]
289,"Airtel Payments Bank hopeful of break-even in FY22; logs surge in business volumes amid pandemic. Industrial sector's share in bank credit falls sharply as corporates deleverage, seek out new fund sources. ",2021-07-04,[[1.9353515e-06 2.8221073e-05 9.9996984e-01]]
290,RBI warns against allowing Big Tech firms into financial services. ED attaches assets of son-in-law of Ahmed Patel in Sandesaras case. RBI imposes Rs 25 lakh on Punjab and Sind Bank. Bank credit grows 5.82%; deposits by 10.32%. ,2021-07-02,[[9.9973053e-01 1.8795990e-05 2.5066006e-04]]
291,"HDFC Bank has road map for a big comeback in credit cards. The economy is going to come back on track very quickly: Keki Mistry, VC & CEO, HDFC. Indian banks better placed to withstand future shocks: Report. Despite recast, significant stress seen among MSMEs - RBI. Banks' gross NPAs may rise to 9.8% by March 2022: RBI report. Banks better placed to handle shocks than six months ago: RBI. Beating pandemic: IIFL to hire 5,000 people, open 700 branches in FY22. ",2021-07-01,[[9.0456105e-08 9.9999976e-01 1.2342254e-07]]
292,"RBI sets July 30 deadline for banks to move current accounts. Amid demand revival worries, Axis Bank sees 10 times growth in online shopping fest. RBI ban on new credit cards sale hit market share; will come back with a bang once embargo lifted: HDFC Bank. Indian banks face systemic risk, second COVID wave to impair performance: S&P. HDFC Bank counts on cross selling to make up for lost market share in credit card business. Personal loan offtake rose in FY21, industrial loans contracts. ",2021-06-30,[[8.2885359e-05 1.4501705e-04 9.9977213e-01]]
293,SBI to levy charges for cash withdrawal beyond four free transactions per month. Cabinet may soon clear proposal for govt guarantee to bad bank. 90% of first ECLGS amount disbursed so far: Report. Transforming Communication Key For Banks & Insurers. RBI imposes penalties on 4 cooperative banks. HC orders notice to SEBI on plea against DHFL. ,2021-06-29,[[9.7755677e-01 2.4556643e-05 2.2418704e-02]]
294,"Asset quality concerns remain, bad bank to lessen the burden, says BCG. Co-op banks shall not outsource core management functions: RBI. ",2021-06-28,[[4.6663349e-03 1.7819859e-05 9.9531591e-01]]
295,Cabinet secretary-led panel holds crucial meeting on bank privatisation. RBI hunts for entity that can develop multimedia publicity material for awareness campaign. Indian economy poised for recovery in FY22: SBI Chairman Dinesh Kumar Khara. ,2021-06-27,[[9.6065076e-03 9.9039114e-01 2.3490791e-06]]
296,"HDFC Bank ups lending to state-run entities. In Covid year, banking sector sees record profit of Rs 1 lakh crore. In Covid year, banks see record profit of Rs 1 lakh crore. ",2021-06-26,[[1.6566827e-07 9.9999988e-01 3.0986360e-08]]
297,"RBI extends restrictions on PMC Bank till December 31. Indian economy will be impacted due to the second wave of Covid 19: SBI chairman Dinesh Kumar Khara. RBI extends curbs on the operations at PMC Bank. SBI-led consortium gets over Rs 5,800 crore in Mallya loan default case: ED. RBI prescribes qualifications for MDs, WTDs of urban cooperative banks. ",2021-06-25,[[9.993412e-01 6.715529e-06 6.520908e-04]]
298,"RBI penalises three Maharashtra-based co-operative banks. Smaller banks get cold feet, deactivate cryptocurrency accounts. Loan default case: CBI conducts searches in Mumbai, Delhi against Avantha Group promoter Gautam Thapar. Indian Bank focuses on fee income, cost reduction to boost bottom line. India's bank credit-to-GDP ratio inches up to 56% in 2020, but still way behind peers: BIS data. SBI launches Aarogyam healthcare business loan. ",2021-06-24,[[9.9958616e-01 4.0165742e-04 1.2168616e-05]]
299,"Federal Bank donates 10,000 Covid vaccine carriers to Kerala. Have redoubled efforts to fix tech loopholes: HDFC Bank CEO. Bandhan Bank gets branding rights of Salt Lake Sector V Metro station. NBFCs’ vehicle loan and MFI collections hit most by Covid 2.0. Central bank digital currencies can offer finality, liquidity, integrity: BIS. Banks getting ready for rise in credit demand, raising capital. PNB board meeting on Friday; PNB Housing Finance issue may come up. ",2021-06-23,[[9.6209836e-01 3.7827075e-02 7.4536445e-05]]
300,"Do lower rates hurt savers? Not quite, says RBI research. Covid 2.0 may bring a recast surge at NBFCs. Things will only look up from here, both for economy and SBI: Ashwani Bhatia, MD, SBI. Gang steals Rs 48 lakh from SBI cash deposit machines; lender puts withdrawal on hold. ",2021-06-22,[[0.8329902  0.13890193 0.0281079 ]]
301,"Visa plans to enter cross-border corp payment segment, seeks RBI nod. Visa plans to enter cross-border corp payment segment, seeks RBI nod. PNB Housing Finance appeals against Sebi order. Fixed deposit returns may not rise in near future. ",2021-06-21,[[9.9661571e-01 2.4945799e-05 3.3593031e-03]]
302,"Bank of Maharashtra tops PSU bank chart in MSME loan growth in FY21. Centrum-Bharatpe joint venture to pump Rs 1,800 crore into PMC on merger. Here's how Centrum, BharatPe propose to merge PMC Bank. Here's how Centrum, BharatPe propose to merge PMC Bank. PMC Bank depositors should get back deposits without any condition: NCUI. Authum promoters’ past lapses emerge with Rel Home win. ",2021-06-20,[[9.9992657e-01 5.9085185e-05 1.4245819e-05]]
303,"It’s a bank, PMC will be part of, it’s not takeover, says Centrum's Jaspal Bindra. BharatPe CEO assures PMC Bank depositors as Centrum-BharatPe get in-principle approval from RBI. Karnataka Bank declares loan over Rs 160 crore to Reliance Home, Reliance Commercial as fraud. ",2021-06-19,[[9.9816304e-01 1.2465910e-03 5.9045118e-04]]
304,"Banks may drop overseeing panel for quicker resolution. YES Bank removes fraud tag on Avantha Holdings after forensic audit. RBI grants in-principle approval to Centrum to own PMC Bank via SFB route. IDBI Bank invites bids to divest stake in Asset Reconstruction Company. RBI allows Centrum to set up small finance bank, paves way for takeover of fraud hit PMC Bank. ",2021-06-18,[[9.7870833e-01 2.1282462e-02 9.2606351e-06]]
305,"HDFC Bank tackling tech glitches, awaits RBI cues on easing of curbs. HDFC Bank to refund GPS device charge to clients. BharatPe FY21 revenue jumps over six times to Rs 700 crore, targets to double it in FY22. MFI portfolio rose 8.4 per cent in FY'21: Report. ",2021-06-17,[[2.6238621e-07 9.9999976e-01 9.9374775e-09]]
306,"Amid stuttering loan demand, ICICI Bank to offer holistic solutions to corporates. ICICI Bank expects corporate demand to pick up as economy rebounds. PNB scam: CBI files supplementary chargesheet against ex-official of Gitanjali Group of Companies. PNB Housing Finance says pricing for Rs 4,000 cr-deal in line with mkt practice, applicable law. Second COVID wave impacts bank deposits, currency holding with public: RBI article. SBI to consider raising additional tier-1 capital next week. Deutsche Bank appoints Muffazal Arsiwalla as India M&A head. ",2021-06-16,[[9.9988627e-01 7.6375094e-05 3.7363050e-05]]
307,"15 banks to start new trade finance system using blockchain tech. Deregulation to push down lending rates for lowest bracket, microfinance may get the freedom to bloom. ",2021-06-15,[[0.51132226 0.4799438  0.00873388]]
308,"Covid may not have serious impact: Rajkiran Rai, Union Bank CEO. Indian Overseas Bank urges RBI to pull the bank out of PCA framework. New auditors: RBI clarifies on tenure, eligibility norms. ",2021-06-14,[[9.9999070e-01 3.9685842e-06 5.3617723e-06]]
309,"Axis Bank stake in Max Life likely to rise to 20 per cent in 12-18 months. IDFC FIRST Bank offers four times annual CTC, salary continuation for two years to corona affected employees' families: MD. ",2021-06-13,[[9.9989843e-01 1.0080597e-04 7.7090749e-07]]
310,Banks firm up plans to sell Vijay Mallya’s assets. ,2021-06-12,[[9.9995601e-01 1.1177644e-06 4.2908872e-05]]
311,"As Covid rages, demand for small-ticket loans on the rise from beyond metros. Cheque bounces hint at asset stress at NBFCs. IFSC codes of erstwhile Syndicate bank branches to change from July 1. Bank of Maharashtra tops PSU banks in terms of loan, deposit growth. RBI extends risk-based internal audit system to HFCs. IDBI customers to get only 20 free cheque leaves per year from Jul 1; other services too revised. ",2021-06-11,[[0.98413485 0.01427524 0.00158989]]
312,"Yes Bank to shift base to former Reliance Infra headquarters in Mumbai. Government plans to dress up PSBs before sale; Bank of Maharashtra, BOI, IOB in queue. Credit score access trailing personal loan growth by wide margin, report. RBI allows banks to charge Rs 21 for post limit ATM transactions from January 1. RBI hikes ATM interchange fee to Rs 17 from Rs 15; allows 5 free ATM transactions. Retail loan demand moving to smaller cities from young borrowers: Report. ",2021-06-10,[[9.9917656e-01 8.1825134e-04 5.1275078e-06]]
313,"CBI carries out searches in Yes Bank case. India offers huge potential for digital banks: Report. Large market, ready infra make India top destination for digital banks:BCG. Yes Bank fraud case: CBI books Avantha Reality, Gautam Thapar; raids at 20 places across India. Paytm unit seeks RBI exemption from NBFC tag. ",2021-06-09,[[4.8928328e-02 9.5106834e-01 3.4126981e-06]]
314,"NUE licences may come only by November, say sources. Corporate deleveraging could continue to slowdown bank credit: SBI. Second Covid wave to impact rural loan collections: India Ratings. Union Bank MD Rajkiran Rai G shares his business outlook for FY22. PSBs looking at privatisation may come out with attractive voluntary retirement schemes. SBI union, others urge RBI to drop digital payments plan. RBI nod for Ghosh's re-appointment as Bandhan Bank MD and CEO for three years. SBI Union and others ask RBI not to permit payment platform by corporates. ",2021-06-08,[[9.9991310e-01 1.0513758e-05 7.6459648e-05]]
315,"Central Bank of India, IOB could be the two state-run banks to be privatised in current fiscal. Resolutions gather pace, but recoveries take time for banks. HSBC appoints Hitendra Dave as India CEO. HSBC: Hitendra Dave new India CEO, Rosha co-head for Asia Pacific. PNB is expecting reduction in NPAs in next two quarters. UCO Bank requests RBI to lift business restrictions placed on it. Central Bank of India inks co-lending pacts with Indiabulls Housing, IIFL Home Finance. Hopeful to come out of PCA framework very soon: UCO Bank MD. Reserve Bank of India imposes penalty on Bank of India, PNB totalling Rs six crore. Assam microloan waiver likely for defaulting borrowers only. Banks identify NPAs worth Rs 89,000 cr to be transferred to NARCL in initial phase. UCO Bank extends Rs 127 crore relief to 2,000 borrowers under recast scheme 2.0. Second wave of Covid to derail PSB privatisation: Fitch. ",2021-06-07,[[9.9975377e-01 1.6096499e-04 8.5250045e-05]]
316,Bank of Maharashtra may see rise in customer defaults due to pandemic impact. Bank lending could remain subdued despite low rates. ,2021-06-06,[[2.8874994e-05 2.1490185e-05 9.9994957e-01]]
317,"PNB to transfer Rs 8,000 crore loans to bad bank. PNB eyes 3-fold rise in profit at nearly Rs 6,000 crore in FY'22. IndusInd Bank to raise climate financing to 3.5 pc in two years. ",2021-06-05,[[8.4974499e-07 9.9999917e-01 2.4687880e-08]]
318,National Automated Clearing House to be available on all days from August 1: RBI. Five key takeaways from today's RBI policy meet as second wave of COVID-19 ebbs. ,2021-06-04,[[9.9987042e-01 1.2782976e-04 1.7460462e-06]]
319,"Public sector banks list Rs 82,500 crore NPAs for bad bank. 'Banks can take over Vijay Mallya's properties worth Rs 5,600 cr': Mumbai PMLA court. HDFC Bank plans to become carbon neutral by 2031-32. India's IDBI Bank secures USD 239 million debt judgement in UK High Court. IDBI Bank invites applications for post of IT head on contract basis. Public sector banks sanction 95% of total loans under PM SVANidhi scheme. ",2021-06-03,[[9.9998951e-01 8.1712587e-06 2.3215973e-06]]
320,"Banks, asset managers want RBI to allow sale of fraud loans to ARC. Credit to pick up, slippages to slide in FY22: Bank of Baroda CEO Sanjiv Chadha. Banks can now sell Mallya’s Rs 5,646 cr properties, securities. ",2021-06-02,[[9.9792153e-01 8.2325223e-06 2.0702314e-03]]
321,RBI slams foreign banks on data rule. HDFC Bank deploys Mobile ATMs across 50 cities in India. SBI invites bids from ARCs for two accounts for recovering Rs 409 crore. Non-banks' NPAs may rise to 4.5-5 per cent by March 2022: Icra. ,2021-06-01,[[9.9886644e-01 1.1273753e-03 6.1676287e-06]]
322,"Deutsche Bank here to stay in India, and grow. PSBs to implement a uniform process for recast of loans. Covid treatment: Banks offer unsecured loans of up to Rs 5 lakh. BNP Paribas appoints Aymar de Liedekerke Beaufort as head of India operations. PNB Housing Finance to raise Rs 4,000 cr from entities affiliated to Carlyle. Reported loss due to shift to new tax regime: Sanjiv Chadha, Bank of Baroda. RBI extends banking license of Rupee Co-operative Bank till August 31. RBI cancels licence of Pune-based Shivajirao Bhosale Sahakari Bank. ",2021-05-31,[[9.6496171e-01 1.0683214e-05 3.5027575e-02]]
323,"Banks begin process of restructuring of loans up to Rs 25 crore. Banks have room to lend Rs 45,000 cr more under ECLGC scheme: IBA CEO. Why credit growth hit a 59-yr low in FY21? AAA-rated papers were 46 bps cheaper than bank rates. ",2021-05-30,[[3.2408673e-02 9.6696913e-01 6.2218978e-04]]
324,"SBI, HDFC Bank don’t want sensitive data made public. Banks to remain closed only on second, fourth Saturdays in West Bengal. HDFC Bank to set up Covid infrastructure facilities including oxygen plants. Punjab National Bank to divest stake in Canara HSBC OBC Life Insurance. ",2021-05-29,[[9.9996662e-01 1.4929945e-05 1.8426530e-05]]
325,More Indians are now tapping mobiles to pay than cards. Canara Bank announces three loan schemes amid fight against COVID-19. HDFC Bank commits Rs 100 cr towards COVID relief in FY22. Reserve Bank of India imposes Rs 10 crore penalty on HDFC Bank. RBI imposes Rs 10 crore penalty on HDFC Bank for irregularities in auto loan book. Bank credit growth decelerates to 5.6 per cent in March. ,2021-05-28,[[0.00626699 0.00153793 0.9921951 ]]
326,"Banks may target family trusts of loan guarantors. Bank frauds fall by 25% in a year: RBI annual report. RBI to make international communication stronger ahead of BRICS, G20 summits. Banks need to closely monitor asset quality, prepare for higher provisioning: RBI. RBI to explore diversifying assets to boost returns on foreign exchange reserves. ",2021-05-27,[[0.6339251  0.3635291  0.00254577]]
327,"Risk-aversion among businessmen, not banks: Dinesh Khara, chairman, SBI. HDFC Bank deploys Mobile ATM in Bengaluru. NCUI voices concerns over RBI guidelines for merger of district central co-op banks with state co-op banks. What triggered the spikes in short-term interest rates?. Goldman Sachs commits Rs 20 crores to Karnataka’s Covid relief work. ",2021-05-26,[[1.8384035e-01 3.1718873e-06 8.1615645e-01]]
328,"Appellate Tribunal stays Mumbai NCLT order to consider Kapil Wadhawan's DHFL settlement offer. Second wave: HDFC Bank concerned over retail asset quality in near-term. RBI meets heads of private sector banks to assess Covid impact. Punjab National Bank, PNB Housing Finance enter new brand agreement. ",2021-05-25,[[9.996358e-01 3.210743e-05 3.320686e-04]]
329,"Believe that 10% credit growth is achievable: Ashwani Bhatia, SBI. Tapan Ray ceases to be director on board of Central Bank of India. RBI issues guidelines for amalgamation of district central co-op banks with state co-op banks. Bank credit grows by 6.02 per cent; deposits by 9.87 per cent. RBI Framework 2.0: SBI Card puts in place mechanism for COVID stress relief. Banks Board Bureau recommends S L Jain for Indian Bank MD position. ",2021-05-24,[[9.9999774e-01 1.5584350e-06 7.5946986e-07]]
330,IBA reaches out to govt for refund of compound interest waiver by banks. Govt wants lenders to step up focus on Mudra loans. No directive to PSBs to withdraw funds in foreign accounts: Finance Ministry. ,2021-05-23,[[9.9997330e-01 4.2945744e-06 2.2361157e-05]]
331,"PSU bank employees to get small windfall as incentive. Supreme Court allows personal bankruptcy cases on tycoons. Supreme Court upholds IBC rules allowing personal bankruptcy cases on tycoons. Supreme Court's order on defaulter tycoons plugs an important bankruptcy loophole. RBI to transfer 73 per cent higher surplus to the government in FY21. AIBEA says over 1,300 bank staff succumbed to COVID; urges IBA to issue weekly health bulletin. ",2021-05-21,[[9.9987602e-01 6.1793326e-05 6.2177205e-05]]
332,"Banks likely to transfer about 80 large NPA accounts to NARCL. Ensure FCRA accounts opened for NGOs within 10 days of MHA approval: Delhi HC to SBI. RBI’s liquidity window for small finance banks gets Rs 400 crore bids. RBI imposes penalty on City Union Bank, 3 other lenders. Open NGOs’ A/Cs under FCRA in 10 days of central nod: HC to SBI. ",2021-05-20,[[9.9998081e-01 1.0594637e-06 1.8160827e-05]]
333,"Canara Bank's balance sheet strong despite pandemic situation: LV Prabhakar, MD & CEO. Collections likely to recover from next quarter onwards: Nitin Chugh, Ujjivan SFB. NCLT directs DHFL's administrator to submit Kapil Wadhawan's resolution plan to lenders. Shaktikanta Das asks PSBs to quickly implement measures announced by RBI. PSU banks ask for second restructuring window, lower provisions. ",2021-05-19,[[2.5576567e-02 9.7437537e-01 4.8104928e-05]]
334,"Standard Chartered announces COVID relief measures for 25,000 employees in India. Bank of Baroda mulls hiring digital marketing agencies to strengthen brand, customer outreach. ",2021-05-18,[[3.3537283e-06 9.9999654e-01 9.8825033e-08]]
335,"Public sector banks on high alert, watching Cairn’s moves after Air India notice. NBFCs survived first Covid wave but face second hurdle, says RBI. ",2021-05-17,[[0.7735072  0.07677051 0.14972231]]
336,SBI to sell three NPA accounts next month for recovery of over Rs 235 crore. Govt may amend DICGC Act in monsoon session to provide timely service to ailing bank depositors. ,2021-05-16,[[9.9946100e-01 4.4052527e-04 9.8477489e-05]]
337,"Banks, RBI favour further cutback in small savings rates. IDBI Bank settles loan with Aircel founder Siva. ",2021-05-15,[[9.99942899e-01 1.08896675e-05 4.62183052e-05]]
338,Global banks shift some Covid-hit operations from India. COVID support: JP Morgan earmarks $3.8 mn for India staff; offers $10 mn more in phases. Govt appoints Vandita Kaul as nominee director on board of Bank of India. Yes Bank to sell property of E Commerce Magnum Solution for recovery of Rs 345 crore. Assam to discuss microfinance future with industry leaders. ,2021-05-14,[[9.9999082e-01 7.1742502e-06 1.9807464e-06]]
339,Government stake sale will not affect IDBI’s plans: IDBI Bank CEO. PNB scam: Court issues show cause notice to Nirav Modi. Bankruptcy: NCLT delays compounded by lack of new appointments. RBI cancels United Co-operative Bank's licence. ,2021-05-13,[[8.1488349e-02 7.3108116e-05 9.1843855e-01]]
340,PNB faces Rs 500-cr hit this fiscal after its Kazakh venture is told to shut down. Bad bank chief: Government again taps SBI’s talent. Geojit inks pact with Punjab National Bank to offer three-in-one account. Local micro lenders likely to outpace Asian peers in CY21. ,2021-05-12,[[2.9645657e-02 9.7030479e-01 4.9507060e-05]]
341,J&K Bank defers board meet on proposed Rs 500 cr-capital infusion from state govt. Jana Small Finance Bank launches I choose my number feature. YES Bank appoints Indranil Pan as chief economist. SBI's Padma Nair to be NARC's first CEO. ,2021-05-11,[[9.9996138e-01 1.0891500e-05 2.7831735e-05]]
342,RBI's relief measures to only delay stress for financial institutions: Fitch. Bad loan companies seek level playing field. Sudatta Mandal takes charge as Sidbi's deputy managing director. NCLT admits Cox & Kings Financial Services for insolvency resolution. NITI Aayog calls for strengthening payment infrastructure for NBFCs. Reserve Bank of India appoints Jose J Kattoor as new Executive Director. RBI modifies norms for undertaking govt business by private banks. Private banks allowed to undertake agency jobs for central and state govts without any fresh approval: RBI. ,2021-05-10,[[9.9994075e-01 3.1877105e-05 2.7419677e-05]]
343,National Asset Reconstruction Company to be operational next month: IBA CEO. Robust regulatory framework needed to deal with 'open banking' challenges: Experts. ,2021-05-09,[[8.4601417e-08 9.9999976e-01 8.7319762e-08]]
344,CSB Bank charts branch expansion fuelled by gold loans. ,2021-05-08,[[5.4558355e-01 4.5439327e-01 2.3233713e-05]]
345,"Clarity sought on eligibility for universal, small-bank licences. COVID-19: Banks ready health booster shot. Indian banks' loans rose 5.7% y/y in two weeks to April 23, says central bank. ",2021-05-07,[[4.1478969e-02 9.5837474e-01 1.4634723e-04]]
346,"PSBs form 'Alliance' to provide door step banking. PSBs will only lead bad bank, pvt banks also need to support it: SBI MD. Will the RBI liquidity window turn small banks big?. SBI digital services to be affected due to maintenance on May 7. Microfinance firm CreditAccess Grameen net profit surges 83% to Rs 65 crore in Q4. ",2021-05-06,[[5.9229859e-07 9.9999845e-01 9.8933720e-07]]
347,"Banks, NBFCs ask RBI to relax bad loan rules. Citibank announces additional Rs 200 cr aid for COVID relief efforts in India, Wells Fargo to donate USD 3 million. Govt okays IDBI Bank strategic divestment. ",2021-05-05,[[9.8765343e-01 1.2215983e-02 1.3052151e-04]]
348,Jana Small Finance Bank gets 25 pc of its workforce vaccinated. COVID-19 hit RBL Bank portrays cautious optimism. Be alert against fraudsters; desist from sharing sensitive info online: SBI tells customers. India asks state banks to protect dollar assets on Cairn concern. ,2021-05-04,[[9.9535549e-01 5.4467242e-04 4.0999115e-03]]
349,"SBI allocates Rs 71 cr for fight against coronavirus. Private sector banks fall behind in passing rate cut benefits to borrowers. Succession plan a continuous process, bank board to take call at opportune time: Uday Kotak. RBI imposes Rs 3 crore penalty on ICICI Bank. ",2021-05-03,[[9.9718326e-01 3.1377806e-04 2.5028677e-03]]
350,"Will try to keep soft interest rate regime as long as possible: SBI chief. RBI to strengthen risk-based supervision of banks, NBFCs. Yes Bank rescue happened in nick of time before pandemic struck, happy with progress: CEO Prashant Kumar. Yes Bank says no to National Asset Reconstruction Company, says will pursue own NPA aggregator. Lenders brace for deterioration in asset quality metrics. ",2021-05-02,[[0.2864999  0.48479345 0.22870669]]
351,View: Let NaBFID function as Version -2 DFI. O2 supply companies to get loans from Sidbi at 4.5-6%. Yes Bank turns focus to lending after winning back depositors. ,2021-05-01,[[9.9997461e-01 1.7627619e-05 7.7726982e-06]]
352,"Yes Bank pins hopes of economic recovery even as slippages rise. HDFC Bank reorganises business verticals, digital to form backbone. IndusInd Bank cautious despite a three times jump in profits. Loan growth touches new low in the pandemic year. ",2021-04-30,[[0.0010682  0.00184897 0.99708277]]
353,"Bad bank to get Rs 2 lakh crore of defaulting companies’ loans. Axis Bank board approves re-appointment of Amitabh Chaudhry as MD & CEO. ICICI eyes Rs 31 lakh cr merchant payment market through new offering. Banking is an essential service; allow vaccinations for bankers on priority, asks ICICI Bank. SBI earmarks Rs 30 crore to set up makeshift hospitals for COVID patients. ICICI Bank launches merchant stack platform. Banks need to adopt digitisation or else they will perish: Ex-finance Secretary SC Garg. ",2021-04-29,[[9.9998140e-01 4.8585648e-06 1.3716588e-05]]
